X1,X2,em_cluster,kmeans_cluster,perplexity,training_time,y
34.86525,-56.830486,1,0,2,102.7978995,0
35.985394,-26.306662,0,1,2,102.7978995,0
-95.55924,24.251991,1,0,2,102.7978995,0
97.77711,0.4653659,0,1,2,102.7978995,0
-28.551773,-67.32193,1,0,2,102.7978995,1
-62.34475,-9.082735,0,1,2,102.7978995,0
60.871338,83.01558,0,1,2,102.7978995,0
-72.49768,33.78017,0,1,2,102.7978995,0
-44.97726,57.672974,0,1,2,102.7978995,0
8.872008,38.64255,0,1,2,102.7978995,0
22.285728,72.13089,1,0,2,102.7978995,1
-56.586117,-7.531219,0,1,2,102.7978995,0
36.416866,-80.74648,0,1,2,102.7978995,0
-82.225555,47.86639,0,1,2,102.7978995,0
10.046365,59.87107,0,1,2,102.7978995,0
51.639057,9.932799,0,1,2,102.7978995,0
98.27405,-9.90951,0,1,2,102.7978995,0
38.822117,28.890339,0,1,2,102.7978995,0
-21.297104,14.255345,0,1,2,102.7978995,0
33.236282,73.21448,1,0,2,102.7978995,0
98.39872,10.527895,0,1,2,102.7978995,0
20.787012,22.653053,0,1,2,102.7978995,0
-26.365234,68.80405,0,1,2,102.7978995,0
-64.44086,62.20821,1,0,2,102.7978995,0
-53.562862,-89.20715,1,0,2,102.7978995,0
-87.02506,2.404706,1,0,2,102.7978995,1
-25.840874,13.90517,1,0,2,102.7978995,0
21.191816,-50.181812,1,0,2,102.7978995,0
-19.861666,-20.656828,0,1,2,102.7978995,0
71.47008,27.249987,1,0,2,102.7978995,1
-19.53175,101.4969,0,1,2,102.7978995,0
62.24725,-14.9494705,1,0,2,102.7978995,0
57.81861,-34.20536,0,1,2,102.7978995,0
-4.6918607,29.863846,1,0,2,102.7978995,0
-7.620211,-48.17112,0,1,2,102.7978995,0
41.467815,11.563087,0,1,2,102.7978995,0
33.69821,-76.188156,0,1,2,102.7978995,1
-63.49591,20.143272,0,1,2,102.7978995,0
-72.54376,33.834003,0,1,2,102.7978995,0
-12.926121,-56.34289,0,1,2,102.7978995,0
-27.723028,50.603207,0,1,2,102.7978995,0
-28.420965,-6.0956182,1,0,2,102.7978995,0
-52.524185,75.88574,1,0,2,102.7978995,0
-68.249146,-47.77257,1,0,2,102.7978995,0
-53.583256,-13.201452,1,0,2,102.7978995,0
46.253902,-45.13989,1,0,2,102.7978995,0
4.4207625,100.69666,0,1,2,102.7978995,0
-66.96162,-72.29752,0,1,2,102.7978995,0
-20.468641,-57.457714,1,0,2,102.7978995,1
41.744343,105.19903,0,1,2,102.7978995,0
-91.68062,-18.642908,1,0,2,102.7978995,0
-9.175195,55.922947,0,1,2,102.7978995,0
7.3211923,75.503044,0,1,2,102.7978995,1
-3.9605546,6.1230884,0,1,2,102.7978995,0
-58.484535,57.220448,0,1,2,102.7978995,0
15.428939,66.283936,0,1,2,102.7978995,0
-65.70061,26.268333,0,1,2,102.7978995,1
58.498,-64.65278,1,0,2,102.7978995,0
68.92439,-36.079933,0,1,2,102.7978995,0
-101.043175,-12.299572,0,1,2,102.7978995,0
-77.19751,-43.43746,1,0,2,102.7978995,1
-28.098822,49.62428,0,1,2,102.7978995,0
16.555101,11.192027,0,1,2,102.7978995,0
-51.151634,10.158438,0,1,2,102.7978995,1
60.352512,-38.800316,0,1,2,102.7978995,0
63.230675,-53.69321,0,1,2,102.7978995,0
-62.866707,-43.789257,1,0,2,102.7978995,1
-3.7333808,56.687298,1,0,2,102.7978995,1
-48.214092,47.72769,0,1,2,102.7978995,0
-102.809525,-33.181328,0,1,2,102.7978995,0
-8.917459,-83.91489,0,1,2,102.7978995,1
-63.919403,-63.202507,1,0,2,102.7978995,1
66.97678,-63.682915,1,0,2,102.7978995,0
-47.81051,88.82365,0,1,2,102.7978995,0
19.027058,0.6559501,1,0,2,102.7978995,1
-59.838703,-68.83233,0,1,2,102.7978995,0
9.449685,-103.11747,0,1,2,102.7978995,0
-34.99271,77.86088,0,1,2,102.7978995,0
-34.62421,-45.846985,0,1,2,102.7978995,1
-64.326866,62.315697,1,0,2,102.7978995,1
-70.02606,68.35794,1,0,2,102.7978995,0
-13.379261,47.426487,0,1,2,102.7978995,0
81.49429,42.161507,0,1,2,102.7978995,1
-11.171966,-30.015375,1,0,2,102.7978995,1
59.377987,-54.453014,0,1,2,102.7978995,0
15.950275,-44.865955,1,0,2,102.7978995,1
-17.940187,-12.613176,0,1,2,102.7978995,0
2.215109,-52.89805,0,1,2,102.7978995,1
75.742516,73.714806,1,0,2,102.7978995,0
-49.82079,-29.898397,0,1,2,102.7978995,0
44.356102,-90.628685,0,1,2,102.7978995,0
-29.304058,-24.552896,0,1,2,102.7978995,0
-61.78178,49.779232,0,1,2,102.7978995,0
-84.94051,-18.141823,1,0,2,102.7978995,0
-8.187164,-59.34756,0,1,2,102.7978995,0
-12.208944,29.271902,0,1,2,102.7978995,0
42.97343,-4.8924856,1,0,2,102.7978995,1
-60.735207,-20.780556,0,1,2,102.7978995,0
-47.533855,-84.994896,1,0,2,102.7978995,0
50.995193,-33.468628,1,0,2,102.7978995,1
-8.712613,66.4499,1,0,2,102.7978995,1
-17.5092,31.380238,1,0,2,102.7978995,1
25.040812,57.021435,1,0,2,102.7978995,1
-31.578047,-87.16363,0,1,2,102.7978995,0
-64.07403,-87.39293,1,0,2,102.7978995,1
2.255811,45.123714,0,1,2,102.7978995,0
42.92921,-46.41601,0,1,2,102.7978995,1
-1.7040751,-13.341971,0,1,2,102.7978995,0
-29.69171,-76.146225,0,1,2,102.7978995,0
41.839806,0.8067336,0,1,2,102.7978995,0
-48.98089,18.856264,0,1,2,102.7978995,0
86.71397,34.85401,1,0,2,102.7978995,0
-33.961296,-36.882668,1,0,2,102.7978995,1
13.922897,-6.358955,0,1,2,102.7978995,0
71.021515,4.3831596,1,0,2,102.7978995,0
33.94462,-48.306927,1,0,2,102.7978995,1
-37.813698,96.095924,0,1,2,102.7978995,0
-65.80742,15.977737,0,1,2,102.7978995,0
-4.276079,-55.74188,0,1,2,102.7978995,0
-34.193104,-31.501186,1,0,2,102.7978995,1
11.905501,33.833996,0,1,2,102.7978995,0
-62.531204,-89.10059,1,0,2,102.7978995,0
-64.83458,-43.04569,1,0,2,102.7978995,0
41.985447,-26.826183,0,1,2,102.7978995,0
-78.64096,-55.21342,1,0,2,102.7978995,1
-35.795162,6.9403563,0,1,2,102.7978995,0
15.612788,7.3436346,1,0,2,102.7978995,0
-58.21989,-47.52393,1,0,2,102.7978995,0
28.29556,-81.7977,1,0,2,102.7978995,0
85.77078,34.876442,1,0,2,102.7978995,0
-53.730873,82.465996,0,1,2,102.7978995,0
-3.033331,27.47412,1,0,2,102.7978995,0
-37.61407,-41.20233,0,1,2,102.7978995,0
-78.13163,-7.532252,0,1,2,102.7978995,1
-28.02861,50.245834,0,1,2,102.7978995,0
64.26858,-8.468875,1,0,2,102.7978995,0
-86.51926,-60.066223,1,0,2,102.7978995,1
7.2855515,75.43818,0,1,2,102.7978995,1
24.97833,-84.41074,1,0,2,102.7978995,0
-33.68724,5.4412637,0,1,2,102.7978995,0
64.29466,-1.5773665,0,1,2,102.7978995,0
-18.435135,-42.96796,1,0,2,102.7978995,0
19.029514,-21.78825,0,1,2,102.7978995,0
86.957375,6.954843,0,1,2,102.7978995,0
3.1041791,-2.693251,1,0,2,102.7978995,0
-0.8117742,-34.59179,0,1,2,102.7978995,0
79.74343,16.898592,0,1,2,102.7978995,0
15.800372,28.57287,0,1,2,102.7978995,0
-2.745913,-39.729534,0,1,2,102.7978995,0
12.710885,-50.16401,1,0,2,102.7978995,1
-46.873577,-48.2004,1,0,2,102.7978995,1
40.194374,30.22907,0,1,2,102.7978995,0
-83.355225,32.79752,0,1,2,102.7978995,0
2.9755225,57.605995,1,0,2,102.7978995,0
15.01829,-7.101211,0,1,2,102.7978995,0
-7.989536,-21.890667,0,1,2,102.7978995,0
-71.20713,-26.296694,0,1,2,102.7978995,0
-47.506336,68.74887,0,1,2,102.7978995,1
6.954602,70.74883,0,1,2,102.7978995,0
-41.165466,-61.168262,0,1,2,102.7978995,1
-54.76048,-76.0747,1,0,2,102.7978995,1
-59.506767,-57.23327,1,0,2,102.7978995,1
87.74552,2.3934274,0,1,2,102.7978995,0
-26.952084,41.48609,0,1,2,102.7978995,0
80.84233,-2.3675282,0,1,2,102.7978995,1
-38.422523,72.49556,0,1,2,102.7978995,0
68.55449,-14.706608,0,1,2,102.7978995,0
-48.221214,-71.12279,1,0,2,102.7978995,0
19.075874,52.60876,1,0,2,102.7978995,0
-1.0791397,-61.922554,0,1,2,102.7978995,0
-47.711605,47.862022,0,1,2,102.7978995,0
-63.124516,-51.370224,1,0,2,102.7978995,0
-58.247562,64.06332,1,0,2,102.7978995,0
-15.341952,42.884144,0,1,2,102.7978995,0
86.47653,3.5685697,0,1,2,102.7978995,0
-73.317505,43.61314,1,0,2,102.7978995,1
26.486824,-1.2556446,1,0,2,102.7978995,1
8.807114,102.77928,0,1,2,102.7978995,0
36.852684,-7.4331346,0,1,2,102.7978995,1
7.0522075,86.69983,0,1,2,102.7978995,1
-43.267807,-37.034172,0,1,2,102.7978995,0
-75.28348,75.28682,1,0,2,102.7978995,0
47.115902,-18.925762,0,1,2,102.7978995,0
-71.70106,21.45062,0,1,2,102.7978995,0
5.834855,71.96563,0,1,2,102.7978995,0
-39.546253,95.67873,0,1,2,102.7978995,0
84.21608,-50.673866,1,0,2,102.7978995,0
-21.81943,79.00855,0,1,2,102.7978995,0
-53.41327,-60.514793,1,0,2,102.7978995,0
-79.67863,-55.71803,0,1,2,102.7978995,1
47.160015,45.232296,1,0,2,102.7978995,1
40.959698,5.7895813,0,1,2,102.7978995,0
-32.65109,51.502,0,1,2,102.7978995,0
46.19645,52.211983,1,0,2,102.7978995,1
43.39255,-86.385124,0,1,2,102.7978995,0
-44.917126,-25.110281,0,1,2,102.7978995,0
-11.035508,-102.31258,0,1,2,102.7978995,0
-43.88377,-85.835335,0,1,2,102.7978995,0
42.736042,74.44193,0,1,2,102.7978995,0
65.077034,-51.628185,0,1,2,102.7978995,0
-80.14643,13.487343,0,1,2,102.7978995,0
-50.70994,-86.13143,1,0,2,102.7978995,0
-65.6845,16.351517,0,1,2,102.7978995,0
-22.902887,-5.850885,0,1,2,102.7978995,0
41.07764,32.03747,0,1,2,102.7978995,0
23.87928,83.65851,0,1,2,102.7978995,0
61.09196,58.276936,0,1,2,102.7978995,0
65.411934,-48.754982,0,1,2,102.7978995,0
41.1173,-7.4849367,0,1,2,102.7978995,1
59.765465,-46.45134,0,1,2,102.7978995,0
-15.322147,-88.68886,1,0,2,102.7978995,0
48.65315,88.13632,1,0,2,102.7978995,1
-21.053406,-60.363037,1,0,2,102.7978995,1
-75.489746,-68.58777,0,1,2,102.7978995,0
3.8688,29.71903,1,0,2,102.7978995,0
-53.659992,-59.51296,1,0,2,102.7978995,1
-18.222532,-40.59287,1,0,2,102.7978995,0
67.64254,-42.6088,0,1,2,102.7978995,0
87.4396,51.14069,1,0,2,102.7978995,0
25.59372,56.540146,1,0,2,102.7978995,1
6.9379034,-60.993195,1,0,2,102.7978995,1
-84.31343,-1.7074504,1,0,2,102.7978995,0
-85.248505,-36.038044,0,1,2,102.7978995,0
-3.5112648,21.984886,0,1,2,102.7978995,0
-47.49889,51.038834,0,1,2,102.7978995,0
63.1885,16.286903,0,1,2,102.7978995,0
61.774845,-21.332573,1,0,2,102.7978995,0
88.70775,26.0851,0,1,2,102.7978995,0
53.30665,-17.024994,0,1,2,102.7978995,1
-30.852898,-61.203976,1,0,2,102.7978995,1
-33.54588,-16.455805,0,1,2,102.7978995,0
-44.48647,-38.01241,0,1,2,102.7978995,0
-12.975277,20.76155,1,0,2,102.7978995,0
104.081604,-31.76153,1,0,2,102.7978995,1
78.72583,-3.0806162,0,1,2,102.7978995,0
-20.295273,28.79477,0,1,2,102.7978995,0
-35.10475,-67.16248,1,0,2,102.7978995,1
-35.512936,78.68115,0,1,2,102.7978995,0
13.0668335,55.38198,0,1,2,102.7978995,0
85.521126,-58.46506,0,1,2,102.7978995,1
-22.785362,-6.147506,0,1,2,102.7978995,0
42.782024,-4.872121,1,0,2,102.7978995,1
-19.068405,37.97121,0,1,2,102.7978995,0
43.918217,39.62158,1,0,2,102.7978995,1
81.79162,-18.57612,1,0,2,102.7978995,0
46.018883,32.081604,1,0,2,102.7978995,0
75.705025,52.30795,1,0,2,102.7978995,0
19.986216,45.080433,1,0,2,102.7978995,0
-47.113525,-70.25134,1,0,2,102.7978995,1
-25.528347,-46.907486,1,0,2,102.7978995,0
68.92985,-28.602798,1,0,2,102.7978995,0
-86.63061,-60.036236,1,0,2,102.7978995,1
-39.825436,46.361023,0,1,2,102.7978995,0
67.69876,10.677016,0,1,2,102.7978995,0
-46.981445,-20.930643,0,1,2,102.7978995,0
-39.60718,-2.8005404,1,0,2,102.7978995,1
6.9894624,-61.152534,1,0,2,102.7978995,0
-61.07246,49.96653,0,1,2,102.7978995,0
-2.4815474,-13.268069,0,1,2,102.7978995,0
-89.28986,-9.013321,1,0,2,102.7978995,1
-44.132015,-37.717266,0,1,2,102.7978995,0
76.484634,-40.236195,1,0,2,102.7978995,0
22.888409,-17.30174,0,1,2,102.7978995,0
46.354984,85.25023,1,0,2,102.7978995,1
-28.570332,28.359175,0,1,2,102.7978995,0
43.11832,-15.925894,0,1,2,102.7978995,0
2.2049036,-67.008064,0,1,2,102.7978995,0
87.279144,26.112097,0,1,2,102.7978995,0
2.2878408,-3.8742979,1,0,2,102.7978995,0
38.26284,51.37036,1,0,2,102.7978995,1
-41.56722,23.671354,0,1,2,102.7978995,0
96.029175,18.29856,0,1,2,102.7978995,0
14.127215,-13.329024,1,0,2,102.7978995,1
-80.98805,7.7291183,1,0,2,102.7978995,1
-19.757801,42.630898,0,1,2,102.7978995,0
-79.26101,-55.52941,1,0,2,102.7978995,1
45.142105,-41.25286,1,0,2,102.7978995,1
25.149954,-11.049454,0,1,2,102.7978995,0
28.305367,-42.8561,1,0,2,102.7978995,0
98.40837,10.760565,0,1,2,102.7978995,0
20.008865,38.519592,0,1,2,102.7978995,0
-55.22595,-76.43032,1,0,2,102.7978995,0
-48.728554,-29.415314,0,1,2,102.7978995,0
-31.781889,71.33422,0,1,2,102.7978995,0
79.91362,-3.8723972,0,1,2,102.7978995,1
56.621685,-22.76611,1,0,2,102.7978995,0
-69.13264,-14.438225,0,1,2,102.7978995,0
33.041004,-4.940051,0,1,2,102.7978995,0
-85.54746,50.594704,0,1,2,102.7978995,0
0.764992,31.162935,1,0,2,102.7978995,0
-6.486912,-8.044664,0,1,2,102.7978995,0
21.284142,-87.970314,1,0,2,102.7978995,0
56.50667,-22.600725,1,0,2,102.7978995,0
-19.312012,8.938346,0,0,2,102.7978995,1
-11.656041,-8.908767,0,1,2,102.7978995,0
4.1498327,36.427,0,1,2,102.7978995,0
42.69374,51.411774,1,0,2,102.7978995,1
48.24058,-99.85807,1,0,2,102.7978995,0
-83.59177,-19.123167,1,0,2,102.7978995,0
84.66793,43.889202,0,1,2,102.7978995,0
18.337318,86.93492,0,1,2,102.7978995,0
-4.1801167,-57.14109,0,1,2,102.7978995,0
-51.082714,14.343627,0,1,2,102.7978995,0
-17.994144,-25.794304,1,0,2,102.7978995,0
24.749489,107.89828,0,1,2,102.7978995,0
57.04483,2.5406432,0,1,2,102.7978995,0
-22.803406,18.380754,0,1,2,102.7978995,0
95.84319,-0.64067763,0,1,2,102.7978995,0
14.999201,-34.14238,1,0,2,102.7978995,0
31.28747,7.764334,0,1,2,102.7978995,0
49.969055,7.2869387,0,1,2,102.7978995,0
35.957005,-37.48996,1,0,2,102.7978995,1
19.890198,-86.93777,1,0,2,102.7978995,0
34.624332,98.77157,0,1,2,102.7978995,0
55.856052,70.88248,1,0,2,102.7978995,0
-18.153824,-80.88502,0,1,2,102.7978995,0
-39.203888,-35.715843,0,1,2,102.7978995,0
-11.810449,10.658758,0,1,2,102.7978995,0
8.255518,-20.049122,1,0,2,102.7978995,0
-54.40896,52.978657,0,1,2,102.7978995,0
-56.99765,-7.275532,0,1,2,102.7978995,0
-18.490017,75.77587,0,1,2,102.7978995,0
-28.766241,-10.620678,0,1,2,102.7978995,0
5.6168294,98.53531,0,1,2,102.7978995,0
-65.56384,-34.441803,0,1,2,102.7978995,0
-27.229399,32.239243,1,0,2,102.7978995,1
-56.01196,23.38697,0,1,2,102.7978995,0
-6.3314767,105.09531,0,1,2,102.7978995,0
-37.703114,-81.88749,0,1,2,102.7978995,0
20.799746,22.562334,0,1,2,102.7978995,1
9.939001,-37.948162,0,1,2,102.7978995,0
-45.44556,-54.60801,0,1,2,102.7978995,1
-10.7587,61.997528,1,0,2,102.7978995,1
4.0110393,-95.555405,1,0,2,102.7978995,1
-5.990262,-111.56807,0,1,2,102.7978995,0
-39.240074,-82.49469,0,1,2,102.7978995,0
29.34469,-41.463005,1,0,2,102.7978995,0
-45.58753,-54.907543,0,1,2,102.7978995,0
-65.90129,17.201609,0,1,2,102.7978995,1
21.136757,87.82384,0,1,2,102.7978995,0
-40.869755,-54.269398,0,1,2,102.7978995,0
12.715463,-50.148632,1,0,2,102.7978995,0
-37.97434,-59.711987,0,1,2,102.7978995,1
37.163914,-17.210901,0,1,2,102.7978995,0
3.9430926,-37.90972,0,1,2,102.7978995,0
75.21513,37.108517,1,0,2,102.7978995,1
54.29445,14.061467,0,1,2,102.7978995,0
-30.931343,-68.09717,1,0,2,102.7978995,1
72.46703,33.66149,1,0,2,102.7978995,0
33.28408,20.981161,0,1,2,102.7978995,1
3.0601852,91.33595,0,1,2,102.7978995,1
-33.103165,16.453667,0,1,2,102.7978995,0
7.8666654,-81.31032,0,1,2,102.7978995,0
69.35947,-6.666911,1,0,2,102.7978995,0
27.023315,-6.6075125,0,1,2,102.7978995,0
25.915897,56.294796,1,0,2,102.7978995,1
87.37134,-35.55146,1,0,2,102.7978995,0
-43.936325,-2.339776,1,0,2,102.7978995,0
13.239584,-62.898952,0,1,2,102.7978995,1
-56.897022,42.063828,1,0,2,102.7978995,0
-25.49836,-15.32167,0,1,2,102.7978995,0
49.890602,-71.404816,1,0,2,102.7978995,1
92.5029,-40.44372,1,0,2,102.7978995,0
-15.394093,-8.140068,0,1,2,102.7978995,0
-33.185658,13.198272,0,1,2,102.7978995,0
-1.2435713,17.381134,0,1,2,102.7978995,0
-76.260254,21.857092,0,1,2,102.7978995,0
74.00463,10.033046,1,0,2,102.7978995,1
-6.1435375,-32.132465,0,1,2,102.7978995,0
-6.405504,-7.6299195,0,1,2,102.7978995,0
30.733683,50.84669,0,0,2,102.7978995,0
31.002113,31.330214,0,1,2,102.7978995,0
-43.51899,-100.89606,1,0,2,102.7978995,1
41.832546,69.221504,0,1,2,102.7978995,0
22.496876,16.131876,0,1,2,102.7978995,0
-53.59088,49.70112,0,1,2,102.7978995,0
-25.529995,-46.90915,1,0,2,102.7978995,1
41.526985,-7.2645183,1,0,2,102.7978995,1
17.430836,18.185865,0,1,2,102.7978995,0
-81.09445,13.545214,0,1,2,102.7978995,0
-4.7722526,44.62682,0,1,2,102.7978995,0
84.505165,-63.199234,0,1,2,102.7978995,0
35.957363,-47.220325,1,0,2,102.7978995,1
-98.433464,14.899458,0,1,2,102.7978995,0
-7.9860444,-47.59983,0,1,2,102.7978995,0
-67.06693,25.993832,0,1,2,102.7978995,0
-53.680077,-13.129102,1,0,2,102.7978995,0
-23.77189,61.2007,0,1,2,102.7978995,1
-86.70725,69.15469,0,1,2,102.7978995,0
-5.649737,10.619114,0,1,2,102.7978995,0
-71.364136,-32.557518,1,0,2,102.7978995,1
-27.635096,17.755888,1,0,2,102.7978995,0
-61.0725,-24.208998,0,1,2,102.7978995,0
-12.590186,-56.705395,0,1,2,102.7978995,0
-78.15232,-7.5560274,0,1,2,102.7978995,0
62.370834,91.89936,0,1,2,102.7978995,1
-6.2061954,-73.96682,0,1,2,102.7978995,1
-2.5463398,-40.02951,0,1,2,102.7978995,0
21.216217,-10.792935,1,0,2,102.7978995,1
40.84949,-28.663847,0,1,2,102.7978995,0
-83.64851,-1.6870644,1,0,2,102.7978995,1
40.033478,44.55333,1,0,2,102.7978995,1
28.705923,-42.30675,1,0,2,102.7978995,0
8.096546,-1.7908869,1,0,2,102.7978995,0
2.2119846,-67.01775,0,1,2,102.7978995,1
-15.093098,51.088795,0,1,2,102.7978995,0
-88.13659,-67.60861,1,0,2,102.7978995,1
66.04132,-67.20158,1,0,2,102.7978995,1
-3.6588902,27.394278,1,0,2,102.7978995,0
67.32947,-41.078445,0,1,2,102.7978995,0
-13.469449,-12.469667,0,1,2,102.7978995,0
-58.86295,51.149284,0,1,2,102.7978995,0
12.702435,22.177525,0,1,2,102.7978995,0
107.89681,2.4883373,0,1,2,102.7978995,0
55.252464,5.6762195,0,1,2,102.7978995,0
-96.50408,-23.407269,0,1,2,102.7978995,0
81.80079,43.368767,0,1,2,102.7978995,0
43.740578,6.058591,0,1,2,102.7978995,0
-85.703865,-17.895521,1,0,2,102.7978995,0
-27.592646,34.561234,1,0,2,102.7978995,1
3.9239213,-7.0514646,1,0,2,102.7978995,0
0.3187816,68.949974,1,0,2,102.7978995,1
99.42477,9.235962,0,1,2,102.7978995,0
-51.746864,-29.365894,0,1,2,102.7978995,0
-99.187675,50.32408,1,0,2,102.7978995,1
-1.6986114,-18.662271,0,1,2,102.7978995,0
31.906216,77.37736,1,0,2,102.7978995,1
14.782663,-17.242992,1,0,2,102.7978995,1
7.151414,-73.944885,0,1,2,102.7978995,0
-43.037796,-9.554913,0,1,2,102.7978995,0
-77.33966,-42.182236,1,0,2,102.7978995,1
-9.930447,43.27026,0,1,2,102.7978995,0
-37.763023,25.862284,0,1,2,102.7978995,0
-107.35604,9.688966,1,0,2,102.7978995,1
-64.86326,35.340145,0,1,2,102.7978995,0
4.3245015,-36.176865,0,1,2,102.7978995,0
-21.51822,12.987777,0,1,2,102.7978995,0
-16.729229,19.010366,0,1,2,102.7978995,0
7.334028,64.85292,0,1,2,102.7978995,0
-27.297956,77.61749,1,0,2,102.7978995,0
-41.067513,-15.954556,0,1,2,102.7978995,0
-19.133768,65.32842,0,1,2,102.7978995,0
76.12075,-40.233345,1,0,2,102.7978995,0
57.56863,1.6362627,0,1,2,102.7978995,0
40.156807,11.30127,0,1,2,102.7978995,0
6.9421377,82.16688,0,1,2,102.7978995,1
-48.229668,25.293085,0,1,2,102.7978995,0
-64.864716,35.339825,0,1,2,102.7978995,0
-41.897766,-30.159817,1,0,2,102.7978995,1
62.882393,-32.388184,1,0,2,102.7978995,1
22.825998,103.9286,0,1,2,102.7978995,0
-37.866585,-20.907112,0,1,2,102.7978995,0
-41.420807,57.65228,0,1,2,102.7978995,1
69.146,64.89893,0,1,2,102.7978995,0
74.58633,-20.601383,0,1,2,102.7978995,0
87.31909,-33.544613,1,0,2,102.7978995,1
-59.61561,7.3372073,0,1,2,102.7978995,0
-27.897545,-17.351383,0,1,2,102.7978995,0
54.32147,58.93821,1,0,2,102.7978995,1
74.91954,-56.848125,1,0,2,102.7978995,0
-20.866684,49.876484,0,1,2,102.7978995,0
-52.8736,0.7603281,0,1,2,102.7978995,0
64.53462,-71.02977,1,0,2,102.7978995,0
-34.576973,-65.94955,1,0,2,102.7978995,1
3.3612967,-47.754814,0,1,2,102.7978995,0
-82.58296,-24.76958,1,0,2,102.7978995,0
-18.699432,78.61984,0,1,2,102.7978995,0
14.111728,-58.450233,0,1,2,102.7978995,0
14.568744,-57.722534,0,1,2,102.7978995,0
-92.00951,-56.11662,1,0,2,102.7978995,0
26.850317,-70.612236,1,0,2,102.7978995,1
34.889076,40.014507,1,0,2,102.7978995,1
56.39181,19.498177,1,0,2,102.7978995,0
-8.24841,-62.97429,0,1,2,102.7978995,0
42.797443,74.3333,0,1,2,102.7978995,0
-62.03148,-78.9716,0,1,2,102.7978995,0
36.952507,10.796893,0,1,2,102.7978995,0
86.18101,17.567535,0,1,2,102.7978995,0
13.451817,67.43235,0,1,2,102.7978995,0
1.3686272,28.22651,1,0,2,102.7978995,0
-25.452904,-87.04088,0,1,2,102.7978995,0
10.189476,29.3596,0,1,2,102.7978995,0
42.212086,-74.48059,1,0,2,102.7978995,0
59.104538,52.126812,1,0,2,102.7978995,1
-60.477356,-39.8245,0,1,2,102.7978995,0
7.3138514,75.483154,0,1,2,102.7978995,0
15.5718975,-77.08414,0,1,2,102.7978995,0
-29.278404,90.637276,0,1,2,102.7978995,0
-40.998566,-81.897484,0,1,2,102.7978995,0
13.733325,19.19191,0,1,2,102.7978995,0
43.244545,-55.377937,1,0,2,102.7978995,1
-11.295794,87.83477,0,1,2,102.7978995,0
88.086296,16.373524,0,1,2,102.7978995,0
41.825447,69.22489,0,1,2,102.7978995,0
10.974319,-107.35375,0,1,2,102.7978995,0
-50.83231,-57.010727,1,0,2,102.7978995,1
-63.85965,-63.3049,1,0,2,102.7978995,0
-4.254145,77.31774,0,1,2,102.7978995,0
-3.059268,-69.56006,0,1,2,102.7978995,0
-69.38292,-59.756058,1,0,2,102.7978995,0
-33.044518,36.315395,0,1,2,102.7978995,0
33.20529,-75.134895,0,1,2,102.7978995,0
73.86435,33.424618,1,0,2,102.7978995,1
-31.777554,-80.7273,0,1,2,102.7978995,0
14.004104,-1.352828,0,1,2,102.7978995,0
-76.62753,-44.863476,1,0,2,102.7978995,0
-17.172873,-82.00853,0,1,2,102.7978995,0
10.513089,-107.46189,0,1,2,102.7978995,1
