,X1,X2,kmeans_cluster,em_cluster,y
149,-29687.098,-1086.6027,0,0,0
150,4536.987,-1033.1659,0,0,0
151,153961.62,-1044.4591,1,0,1
152,19160.135,-1068.1753,0,0,0
153,-9510.254,7545.809,0,0,1
154,256072.42,-1023.5402,0,0,0
155,470353.16,-989.6792,0,0,0
156,99386.945,-1059.4385,1,0,1
157,-83660.37,-1066.1124,0,0,0
158,-53262.27,-1091.2219,0,0,0
159,79566.164,-1039.0446,0,0,0
160,-21463.074,-1109.4324,0,0,1
161,78105.47,-1036.5789,0,0,0
162,-2835.4626,-1080.1599,1,0,0
163,201960.38,-1031.852,0,0,0
164,-112324.46,-1071.262,1,0,0
165,-80805.03,-1067.6061,0,0,0
166,8702.259,-1060.7773,0,0,0
167,-5926.159,-1087.8087,1,0,1
168,-152330.56,-1095.5009,1,0,0
169,-159579.45,2322.407,1,0,0
170,-20501.734,-1056.4943,0,0,0
171,-123452.03,-1060.5897,0,0,0
172,1187.6969,-1090.035,1,0,0
173,-63237.07,-1096.8073,1,1,0
174,-36624.56,-1056.0992,1,0,1
175,-34308.6,-1033.5865,0,0,0
176,6411.3203,-1044.0645,0,0,0
177,171281.48,3025.6885,1,0,0
178,-115092.49,-1092.6055,1,0,0
179,1020.1463,-1084.5721,0,0,0
180,149204.7,-1038.2552,1,0,1
181,23234.531,-1123.2755,0,0,0
182,-845.70386,-1032.3937,0,0,0
183,-55414.426,-1085.1224,0,0,0
184,-74051.42,2195.6858,0,0,0
185,333376.12,-1011.31995,1,0,1
186,-30220.457,-1066.5853,1,0,0
187,121944.91,-1066.7484,0,0,0
188,180.1656,-1095.0477,0,0,0
189,106356.92,6219.1235,1,0,1
190,-8405.998,-1075.4845,0,0,0
191,-63408.082,8486.512,0,0,1
192,-60095.695,-1036.7524,1,0,0
193,1247.1761,-1066.3373,1,1,1
194,44298.293,-1066.6086,1,0,1
195,26263.584,-1045.6295,1,0,0
196,16762.203,-1108.6284,0,0,0
197,-29385.559,-1090.0491,1,0,0
198,211771.14,-1030.4834,0,0,0
199,112520.59,-1057.318,1,1,0
200,-46846.855,-1078.8674,1,0,0
201,-116.52405,-1065.0106,1,0,0
202,-22588.887,-1133.7399,0,0,0
203,9611.546,-1079.6141,1,0,0
204,-49657.676,-1063.0118,0,0,0
205,-152480.38,-1052.8351,1,0,1
206,-156775.56,-1047.568,1,0,0
207,-64701.082,-1090.628,0,0,1
208,-71552.34,-1125.8175,0,0,1
209,2774.0679,-1085.9072,0,0,0
210,102176.26,-1062.4465,1,0,0
211,-88971.93,-1056.084,0,0,0
212,268903.62,-1021.47784,1,0,0
213,177604.7,-1035.9238,0,0,0
214,-45862.74,-1071.1542,0,1,0
215,-21323.406,-1080.0604,0,0,0
216,-16404.14,-1046.7181,1,0,1
217,257429.92,-1023.2834,1,0,0
218,11797.151,-1075.3677,1,0,0
219,183479.72,-1040.484,1,1,1
220,-106636.35,-1096.4706,0,1,0
221,-46059.17,-1074.1943,1,0,1
222,19082.516,-1066.7208,1,0,1
223,23956.52,-1080.669,1,0,1
224,-98726.21,-1109.6165,1,0,1
225,1701.5276,6620.8486,1,0,1
226,-159372.28,-1079.2407,1,0,0
227,-76658.03,-1056.2838,0,0,0
228,-1811.4778,13959.505,1,0,1
229,288868.25,-1018.36755,0,0,0
230,-46747.27,-1108.8589,0,0,0
231,-37002.46,385.90985,1,0,0
232,-7337.9805,-1032.9641,1,1,1
233,-69129.8,-1056.007,1,0,0
234,63916.984,-1070.1725,0,0,0
235,-16406.266,-1067.8558,1,0,0
236,8079.8696,1521.4791,1,0,0
237,-84841.96,-1125.5646,0,0,1
238,2227.7334,-1129.8391,0,1,1
239,-132139.77,-1080.7922,0,0,0
240,-119870.05,-1066.9742,0,1,0
241,104321.87,-1010.94617,1,0,0
242,-44526.0,-1040.6373,1,1,1
243,-86395.32,-1098.3661,0,0,0
244,-95986.7,-1093.7148,0,0,0
245,-106606.22,-1096.0374,0,0,0
246,-152254.53,-1103.2926,1,0,0
247,29081.566,-1051.8553,1,0,1
248,-8184.455,-1026.7568,0,0,1
249,-17400.645,-1084.466,1,0,0
250,14900.794,-1049.2534,1,0,0
251,-82206.6,-1058.6805,1,1,1
252,-90248.88,-1110.1522,0,0,0
253,9464.361,-1070.9882,1,0,0
254,85858.94,-1049.9808,1,0,0
255,21513.803,-1049.2146,0,0,0
256,10485.196,-1017.88007,0,0,0
257,14942.046,-1062.6838,0,0,1
258,-73167.65,-1033.8749,0,0,0
259,-15522.087,-1128.1797,0,0,1
260,22393.693,-1059.6366,0,0,0
261,-120051.055,-1084.2246,1,0,0
262,-30892.723,-1047.5029,1,0,0
263,-63346.453,-1045.6927,1,0,0
264,2078.0586,-1066.919,0,0,0
265,-98601.664,6608.505,1,0,1
266,-165596.25,-1054.5933,0,0,1
267,-68060.6,3341.648,0,0,0
268,125399.62,-1045.9083,0,0,0
269,68018.83,-1024.7953,0,0,0
270,-113288.5,-1066.7192,1,0,0
271,-87381.53,-1041.592,0,0,0
272,-41608.09,-1041.5315,0,0,0
273,-70690.57,-1069.2175,0,0,0
274,-35899.57,1757.5616,1,1,0
275,-83189.36,-1044.2444,0,1,0
276,-46526.543,3028.2607,0,0,0
277,141439.3,-1016.3828,0,0,0
278,-153689.22,-1087.523,0,0,0
279,63723.49,-1055.0469,0,0,0
280,-50411.773,-1082.2626,0,0,0
281,-6772.348,-1051.6986,1,0,1
282,186022.75,13989.387,0,1,1
283,263954.0,6275.693,1,0,1
284,45054.7,-1070.9808,0,0,0
285,-49612.45,-1078.978,0,0,0
286,191739.17,-1033.6089,0,0,0
287,157146.25,-1038.9806,0,0,0
288,51200.203,3959.9321,1,0,0
289,-78360.086,-1064.8894,1,0,0
290,41857.848,-1028.0099,0,0,0
291,24134.559,-1110.8446,1,0,1
292,75132.766,-1097.1643,1,0,1
293,-159092.77,-1089.5719,1,0,0
294,59667.188,-1050.5281,1,0,0
295,-78721.85,-1049.7594,0,0,0
296,-152867.22,6598.2603,1,0,1
297,31149.186,-1060.7383,0,0,0
298,-38743.242,-1058.5533,0,0,0
299,-146104.17,-1086.7631,0,0,0
300,38775.867,-1054.0392,0,0,0
301,-71482.98,-1054.2738,1,0,0
302,113184.46,-1046.0999,0,1,0
303,-11313.206,-1066.4795,0,0,1
304,65253.336,-1055.0122,0,0,0
305,-101201.81,-1107.6815,1,0,1
306,-115256.53,-1074.6125,0,0,0
307,-6955.129,-1053.3212,0,0,0
308,-32358.004,-1049.4259,1,0,0
309,-56586.69,1104.6935,0,0,0
310,-12674.364,-1036.1948,0,0,0
311,-108991.8,-1082.977,1,1,1
312,35461.72,-1048.1257,0,0,0
313,143539.92,-1036.0773,1,1,1
314,167201.3,-1037.5336,1,0,0
315,25019.559,-1066.6863,0,0,0
316,-105680.58,983.4281,0,1,0
317,21351.408,-1080.443,0,0,0
318,126374.27,-1069.7831,1,0,1
319,-64684.24,-1112.441,0,0,0
320,220279.0,-1060.3608,1,0,0
321,-76755.91,-1029.5729,1,0,0
322,13159.499,-1093.6487,0,0,0
323,-56403.47,-1054.2081,0,0,1
324,133526.45,9562.117,1,1,1
325,-78484.26,7534.8447,0,0,1
326,34083.344,-1054.2152,1,0,1
327,-139656.55,-1052.2202,0,0,0
328,-62516.754,-1075.2759,0,0,0
329,58746.918,-1092.777,1,0,1
330,-55369.516,6616.15,1,0,1
331,42277.645,3328.6707,1,0,1
332,308283.47,-1015.2189,0,0,0
333,-86478.055,-1044.4032,0,0,0
334,-3852.6284,-1088.6631,1,0,1
335,55211.387,-1072.8749,1,0,0
336,-2694.8074,18986.629,1,0,1
337,-12821.841,-1014.55334,0,0,0
338,16007.474,-1068.097,1,0,0
339,-9803.534,-1091.9849,1,1,1
340,-106665.06,6218.3853,1,0,1
341,-85747.695,-1087.1625,1,0,0
342,7026.7695,-1062.1019,0,0,0
343,87583.71,-1052.3406,0,0,0
344,266264.88,-1022.0725,1,0,0
345,-133475.98,-1091.4222,0,0,0
346,-27207.691,-1075.7395,0,0,0
347,-70877.58,-1065.5708,1,0,0
348,-77345.45,-1096.6853,0,0,1
349,151554.31,-996.2094,0,0,1
350,105816.54,-1019.22754,0,0,0
351,55282.938,-1039.1957,1,0,0
352,-142750.45,2385.583,1,0,0
353,23046.055,-1011.0714,1,0,0
354,-142274.39,-1070.9226,0,0,0
355,42652.8,-1042.9159,0,0,0
356,-52029.28,-1061.2372,0,0,0
357,9572.003,-1079.3445,0,0,0
358,-76938.086,-1077.1345,0,0,0
359,60688.336,-1077.2129,0,0,0
360,-124099.54,-1083.4132,0,0,0
361,233918.88,-1028.2966,0,0,0
362,9160.418,-1081.0153,0,0,0
363,-60122.61,-1079.4178,0,0,0
364,126710.9,6644.0376,1,0,1
365,104295.98,-1022.5188,1,0,0
366,-96446.28,13944.476,1,0,1
367,24638.438,-1055.8727,1,0,0
368,-57209.816,-1028.6002,1,0,1
369,-25117.035,-1065.15,0,0,0
370,53075.574,-1015.1258,0,0,0
371,64079.65,-1080.874,1,0,1
372,7681.2383,-1080.2236,1,0,0
373,40267.504,-1046.7126,0,0,0
374,97244.47,-1052.5388,1,0,0
375,-15755.869,-1043.0167,0,0,0
376,-72748.81,-1092.9658,0,0,0
377,-23596.648,-1106.0898,0,0,0
378,234878.23,-1039.9203,1,0,0
379,-29500.078,-1058.1566,0,0,0
380,194678.6,-1056.7839,0,0,0
381,-23874.676,-1044.2925,0,0,0
382,89046.96,6248.1035,1,0,1
383,164299.77,-1020.59216,1,0,0
384,5364.545,-1051.2661,0,0,0
385,-89766.69,-1073.7139,0,0,0
386,-95957.21,-1068.2124,1,0,0
387,-55444.492,2707.0884,1,0,0
388,-66921.55,-1044.2179,0,0,0
389,-39930.78,-1043.5266,0,0,0
390,70723.164,-1051.0023,0,0,0
391,-12047.304,-1067.8542,1,1,1
392,-40891.332,-1113.4039,1,0,0
393,-6522.7744,-1036.671,0,0,0
394,18286.78,-1019.6773,1,0,1
395,-68517.84,-1067.7972,1,0,0
396,-61295.918,-1094.4747,0,0,0
397,-112876.48,-1065.1572,1,0,0
398,-15883.649,-1044.9701,1,0,1
399,-56641.055,-1092.8644,0,0,0
400,23005.607,-1114.5963,1,1,1
401,-51764.47,-1052.9641,0,0,0
402,-34768.055,-1055.6705,0,0,0
403,-38273.23,-1078.9696,1,0,1
404,-157501.66,-1051.5294,0,0,0
405,-9134.119,-1029.9685,1,0,0
406,5362.4834,-1010.2725,0,0,0
407,37382.06,-1039.0485,0,1,0
408,118562.055,-1056.4111,0,0,0
409,-112817.86,-1079.6323,0,0,0
410,-126448.04,-1083.831,1,1,0
411,-106390.664,-1070.7354,0,0,0
412,205905.73,-1031.455,1,0,0
413,147390.81,-1053.7526,0,0,0
414,-72645.11,-1036.0126,0,0,0
415,-137485.94,-1052.0714,1,0,0
416,-3693.0798,-1057.279,0,1,1
417,-160214.56,-1070.1953,1,1,1
418,141414.08,-1018.1794,0,0,0
419,-81808.98,-1033.9058,0,0,0
420,-73461.76,-1107.5172,0,0,1
421,-131642.78,-1084.689,0,0,0
422,59230.96,-1060.343,1,0,0
423,-78520.85,-1045.237,0,0,0
424,-72440.875,-1104.2595,0,1,0
425,-49204.848,-1079.1696,1,1,1
426,4517.689,-1013.6587,0,0,0
427,-22040.344,-1021.3707,1,0,0
428,108972.64,-1050.2715,0,0,0
429,-162325.02,-1085.8503,0,0,0
430,-73523.766,-1141.3652,1,0,1
431,212350.48,-1030.1028,0,0,0
432,37197.95,-1047.5688,0,0,0
433,-78775.375,-1093.7463,0,0,0
434,-30378.426,-1059.4166,0,0,0
435,12022.366,-1076.0217,1,0,0
436,-28123.85,-1057.0607,0,0,0
437,48829.715,-1071.5243,1,0,1
438,-158752.72,13935.014,1,1,1
439,-85045.86,-1086.1937,0,0,0
440,85544.64,1927.5796,0,0,0
441,-103967.84,-1049.065,0,1,0
442,-19440.512,-1102.497,0,0,1
443,132030.06,13980.837,1,0,1
444,-8054.891,-1102.6073,1,0,1
445,-160776.14,-1107.1422,0,0,1
446,17218.395,-1114.919,0,0,0
447,-58017.562,-1051.7009,0,0,0
448,-73133.9,-1119.165,1,0,1
449,22743.842,-1059.9584,0,0,0
450,-58842.863,-1073.618,0,0,1
451,232037.95,19023.438,1,0,1
452,-42528.367,-1086.5885,1,0,1
453,-116647.38,-1103.2107,1,0,0
454,64179.92,-1064.8417,1,0,1
455,39030.1,-1052.1017,1,0,0
456,117533.96,2057.6003,1,0,1
457,22330.902,-1075.9636,0,0,0
458,90530.75,1282.0437,0,0,0
459,40080.957,-1064.0483,0,0,0
460,-84547.61,-1126.1351,0,1,0
461,15399.86,-1076.0563,0,0,0
462,-16519.652,-1023.6166,1,0,1
463,33535.96,-1039.253,0,0,0
464,21670.605,-1050.8091,0,0,0
465,-112329.3,-1109.0953,0,0,0
466,-12745.382,-1041.5468,0,0,0
467,20679.03,-1040.1434,0,0,0
468,-133193.31,-1121.235,0,0,0
469,-86499.586,-1103.9581,1,0,0
470,-8816.313,-1030.0503,0,0,0
471,-75405.95,-1082.3671,1,0,1
472,-28960.822,-1054.7867,1,0,1
473,-62492.65,-1030.6537,0,0,1
474,116750.41,-1062.542,0,1,0
475,2001.9313,-1053.2935,1,0,0
476,-77881.84,-1058.7394,0,1,0
477,-77466.73,-1085.8605,1,0,0
478,58867.11,-1044.6104,1,0,0
479,84096.19,6250.106,1,0,1
480,319391.38,3772.6348,0,0,1
481,-114018.71,-1094.9259,0,0,0
482,59878.78,-1033.2866,0,0,0
483,-151670.69,-1073.2118,0,0,0
484,41351.473,-1064.2223,1,0,1
485,119502.14,-1042.5125,0,0,0
486,31032.848,-1030.5054,0,0,0
487,-26436.121,-1083.378,1,0,1
488,-159666.23,-1108.8956,0,0,0
489,-68235.27,-1090.7545,0,0,1
490,18782.973,-1079.5706,0,0,0
491,42173.535,-1056.9685,0,0,0
492,-139647.19,-1100.3162,1,0,0
493,-145344.81,-1096.8899,0,0,0
494,-109458.26,-1112.1818,0,0,0
495,207239.42,-1039.3674,0,0,0
496,-164107.92,-1146.7064,0,0,0
497,-41412.336,-1084.8286,0,0,0
498,43634.65,-1021.8143,0,0,1
499,128814.914,-1004.3647,1,0,0
500,288345.66,-1018.4548,0,0,0
501,-110455.93,-1076.8556,0,0,0
502,48992.87,-1039.4636,0,0,0
503,309864.47,-1015.0541,0,0,0
504,-138331.94,-1083.8219,0,0,0
505,149398.53,-1031.4862,0,0,0
506,-55863.12,-1054.0403,1,0,1
507,-32573.768,-1054.1869,0,0,0
508,-98920.16,-1088.2308,0,0,0
509,-38533.645,6617.3647,1,0,1
510,-77945.375,-1034.4469,1,0,0
511,-72886.09,-1105.7344,0,0,0
512,245.73036,-1070.545,0,0,0
513,-29381.014,1908.4299,0,0,0
514,346.97058,-1027.2202,1,0,0
515,248064.3,-1024.7804,0,0,0
516,-157493.73,-1107.3138,0,0,0
517,125920.65,-1064.6064,1,0,0
518,-85948.23,-1053.9694,1,0,0
519,77825.695,-1019.29224,0,0,0
520,46474.906,6631.069,1,0,1
521,-40487.562,-1080.1578,0,0,0
522,-138951.05,6211.47,0,0,1
523,-81553.55,2243.2676,0,0,0
524,-130766.56,-1082.207,0,0,0
525,-21187.26,-1062.6239,0,0,0
526,-11425.677,-1093.9911,1,0,1
527,-127030.945,-1078.9412,0,0,0
528,-8164.8867,-1096.7473,0,0,0
529,-153051.52,-1112.0465,0,0,0
530,-48544.98,-1094.5726,1,0,0
531,-82787.69,-1104.6504,1,0,0
532,662.5292,-1040.8711,0,0,0
533,-11673.753,-1094.5953,1,1,0
534,323869.12,-1012.8447,0,1,0
535,23058.193,-1068.4448,0,0,0
536,97355.0,-1029.4868,1,0,1
537,-21991.623,-1096.9065,1,0,0
538,-57154.164,-1055.3722,1,0,0
539,19291.105,-1059.0886,0,0,0
540,-92854.555,3023.8547,0,0,0
541,-63566.49,-1054.1998,1,0,0
542,-104917.97,-1079.4883,1,0,0
543,-108866.19,-1132.2303,0,0,0
544,-62518.27,-1095.6483,0,0,0
545,-143548.89,-1081.9052,0,0,0
546,-107534.125,13003.146,0,0,1
547,18560.65,-1063.2605,0,0,0
548,-101471.16,6811.14,0,0,1
549,-9601.601,-1081.6968,1,0,0
550,33471.426,5460.3633,1,0,1
551,-78682.93,-1081.1783,0,0,0
552,4014.4736,-1065.8267,0,0,0
553,-160030.4,-1069.4906,1,0,0
554,-94452.82,-1101.1393,0,0,0
555,-122265.67,-1083.4221,1,0,0
556,-143891.3,26741.336,0,1,1
557,-160427.55,-1104.6663,1,0,0
558,81237.13,-1029.9337,0,0,0
559,-14845.444,-1035.7902,1,0,0
560,4673.102,-1096.2213,0,0,0
561,382.47766,-1087.2594,1,1,0
562,2858.9453,-1069.6818,0,0,0
563,-6321.6597,-1012.4281,0,0,0
564,57243.68,-1084.7045,1,0,0
565,-97245.4,-1059.5199,0,0,0
566,-99674.35,-1086.7059,0,0,0
567,-96863.16,-1057.2881,0,0,0
568,-36514.36,-1055.6361,1,0,0
569,-51724.098,-1072.4617,0,1,0
570,-157193.27,-1048.5117,0,0,0
571,-42753.85,-1034.1586,0,0,0
572,-16328.63,-1070.607,0,0,0
573,42218.996,-1058.7565,0,0,0
574,-6216.9165,-1043.9178,1,0,0
575,10237.609,-1067.3389,1,0,1
576,126678.63,-1044.3936,1,0,0
577,-22621.832,-1118.1831,1,0,1
578,-75627.516,-1043.753,0,0,0
579,69609.71,-1064.1544,1,0,0
580,565750.2,-974.5931,1,0,1
581,-44397.79,-1055.4657,0,0,0
582,-64940.93,-1039.3859,0,1,0
583,85306.83,-1054.565,0,0,0
584,-135449.27,-1089.0897,0,1,0
585,68191.02,-1024.8652,0,0,0
586,-53682.254,-1042.6313,1,0,1
587,-30361.209,-1035.3367,0,0,0
588,-90852.28,-1147.6737,1,0,1
589,-58847.812,-1046.6128,0,0,0
590,-94476.1,-1052.3213,0,1,0
591,77267.0,-1051.7699,0,0,0
592,393.90582,-1066.2548,1,0,0
593,59788.84,-1048.8511,0,0,0
594,70900.555,-1069.4512,1,0,0
595,-12455.997,-1112.0785,1,0,0
596,-65904.94,-1079.7595,0,0,0
597,-45590.65,-1049.28,0,0,0
598,-111051.24,-1084.6637,0,0,0
599,-157249.81,-1068.8131,0,0,0
600,303335.12,-1016.0497,0,0,0
601,219100.86,-1048.2141,1,0,0
602,18385.508,-1073.0614,0,0,0
603,64579.0,-1053.4231,1,0,0
604,211885.36,-1030.4749,0,0,0
605,-75537.31,-1074.9625,0,0,0
606,-54961.242,-1090.9677,0,1,0
607,-79788.875,-1056.5121,0,0,0
608,-22302.38,-1062.5918,1,0,1
609,53787.746,-1077.1128,0,0,0
610,-5266.917,-1083.4938,0,0,0
611,227028.14,-1028.1113,0,0,0
612,-92461.48,-1086.7091,0,0,0
613,247895.94,-1024.8276,0,0,0
614,-167681.36,-1051.6298,0,0,0
615,-128159.48,-1084.3033,0,0,0
616,-15306.13,-1051.5063,1,0,0
617,-96135.74,-1059.7087,0,0,0
618,-3720.942,-1029.3142,0,0,0
619,49655.88,-1052.8125,1,0,0
620,-85937.484,-1139.6117,1,0,1
621,356010.16,-1007.7418,1,0,1
622,-25273.42,-1068.4891,0,0,0
623,18484.56,-1048.9678,0,0,0
624,464958.16,-990.59174,1,0,1
625,-47255.305,-1054.0922,1,0,0
626,-44140.133,-1063.9644,0,0,1
627,-22033.742,-1064.3558,1,0,0
628,1210.4805,-1024.2858,0,0,0
629,-86514.91,-1063.7797,1,0,0
630,-37983.88,-1063.4069,1,0,0
631,-107472.77,-1059.0803,0,0,0
632,53749.914,-1037.1892,0,0,0
633,12797.825,-1047.6533,0,0,0
634,237368.19,-1002.0885,1,0,1
635,13731.924,-1065.2626,1,0,0
636,6554.63,-1065.2704,1,0,0
637,91907.484,-1061.1251,1,0,1
638,52035.453,-1079.4971,1,0,0
639,17283.615,2044.2692,1,0,1
640,-94471.52,-1132.52,0,0,0
641,183302.45,-1018.11755,1,0,0
642,42383.4,-1039.2318,0,0,0
643,-61615.69,-1042.9554,0,0,0
644,55367.383,-1064.1172,1,1,0
645,-67042.18,-1049.4772,1,1,1
646,139866.05,-1063.3802,1,1,1
647,-10684.882,-1077.6208,0,0,0
648,28303.916,-1046.8698,0,0,0
649,113497.47,-1076.7185,1,0,0
650,-2521.08,-1084.9025,1,0,0
651,6617.454,-1068.0867,0,0,0
652,-45546.754,-1090.7775,1,0,1
653,209342.5,-1060.33,0,0,0
654,41901.24,-1039.3881,0,0,0
655,-10041.854,-1056.7072,0,0,0
656,146494.73,-1040.569,0,0,0
657,-13724.849,-1066.5217,0,0,1
658,-75048.66,-1055.684,0,0,0
659,-93971.42,-1054.457,0,0,0
660,152882.22,-1043.3665,0,0,0
661,318785.84,-1013.55554,0,0,0
662,245737.61,-994.3159,1,0,0
663,-18293.36,-1057.2947,0,0,0
664,-96445.65,-1090.7131,0,0,0
665,-152870.86,-1095.7648,1,0,1
666,70636.04,-1033.2035,1,0,0
667,-60348.918,-1055.6505,0,0,0
668,-122896.875,-1096.2997,0,1,0
669,7140.3433,6624.4893,1,0,1
670,-21048.555,-1084.6267,1,0,0
671,-14118.021,-1057.7521,0,0,0
672,3816.594,-1077.3203,0,0,0
673,-24365.904,-1099.3984,1,0,1
674,-22394.664,-1028.514,1,0,1
675,-20396.508,-1028.7855,0,0,1
676,13404.158,-1068.4733,0,0,0
677,69288.336,98945.86,1,1,1
678,-93967.984,-1083.4338,1,0,1
679,16883.762,-1060.8235,0,0,0
680,-27261.918,-1068.1893,0,0,0
681,-41213.734,-1082.9181,0,0,0
682,18989.877,-1102.6243,1,0,1
683,-7550.5347,-1043.9573,1,0,1
