,X1,X2,y,algorithm
121,1.8124905045751376,-0.3049788384921732,1,pca
122,-1.1576883617360132,3.97565110856482,0,pca
123,-2.581201543037459,-0.41127430822829897,0,pca
124,-1.05708394915977,-2.6526691851639472,0,pca
125,-0.41064414634153096,1.9294459949310685,1,pca
126,1.999937609036691,-0.8728318905602727,1,pca
127,2.1929854584611164,-0.7756536590790148,0,pca
128,-1.2882171362605814,2.206553963919872,0,pca
129,-1.7171968090165999,0.49859852324194465,1,pca
130,3.518392603582903,2.1791022044473527,1,pca
131,0.32041606796425665,0.004604209130158271,0,pca
132,2.235546439879205,0.9315282191369947,1,pca
133,-2.5900066285028926,0.5279652552782707,0,pca
134,-0.6258159527634851,2.7571009612329607,1,pca
135,2.0962036402639814,-1.7787180713257522,0,pca
136,-2.0167333356409873,-2.7369668059880605,0,pca
137,-1.3901334858460772,-0.47596178407826184,0,pca
138,-2.5905440783313955,0.5030088284878166,0,pca
139,-3.705278840649432,-1.2099439450330667,0,pca
140,2.256104631866624,-0.7283254780052378,0,pca
141,-3.2145574241388144,1.388816554923483,0,pca
142,0.3127726476517368,0.9414456962340417,0,pca
143,3.1952539334553234,2.060520096600463,1,pca
144,-2.30577390281474,-0.7942475024861118,0,pca
145,2.051472408264061,-0.7572069287751116,0,pca
146,1.9147938476903725,-2.4268679508371536,1,pca
147,2.3832696906636657,-0.23672743515559405,1,pca
148,3.5474880112205023,-0.49228015607102277,1,pca
149,1.6884368725566525,-2.093000616417854,1,pca
150,-2.4396046536430336,2.6251912121751455,0,pca
151,2.565804643687824,-0.817230878906131,1,pca
152,-0.22907492989458247,-1.1336878985045582,0,pca
153,-2.1910970892273984,0.09024978839357412,1,pca
154,-0.7232535771371369,-1.5861217344239908,0,pca
155,-2.4487198226023086,1.9048914614937713,0,pca
156,-0.6633954676587738,-0.8267411239982325,0,pca
157,-1.3615519586443785,-0.31370946607204114,0,pca
158,0.8911154233870945,-2.298508577800993,0,pca
159,3.5074592336712036,1.3355785062313652,1,pca
160,-0.4928428326098963,0.12915514989018897,0,pca
161,0.6812196826402718,-2.2399248781696706,0,pca
162,2.569648385562447,0.3880017554037199,1,pca
163,-2.8223883295720786,0.5762695655370406,0,pca
164,-0.7051010421758783,0.8931939713076925,0,pca
165,-0.7440034007447878,1.3157645252822145,0,pca
166,2.946268315481819,0.47540866709271107,1,pca
167,-0.6064161561542919,-1.0688082584343757,0,pca
168,2.825632189334731,-0.6963436141031141,0,pca
169,1.701554485243935,-2.267454840723098,0,pca
170,-3.080724556579463,1.6799676675312618,0,pca
171,4.490865259469599,3.5404759400013606,1,pca
172,-2.772958233659107,-0.36137458213923507,0,pca
173,2.6928119743532704,-0.10456657902121909,0,pca
174,1.5693938740896813,-2.406649145170027,0,pca
175,1.7634959318937584,-1.7352743675243132,0,pca
176,1.4834048120816432,-2.36554495126941,0,pca
177,-0.9769347002706561,-1.3959319052634032,0,pca
178,2.9005171324604446,0.22201493888168916,0,pca
179,-0.6764510249293352,2.2083788815681324,0,pca
180,-1.2895420554804091,3.9104053865291752,1,pca
181,-2.5395082443573287,0.23025591500234693,0,pca
182,1.327999444592979,-2.2792588017125817,0,pca
183,3.084204780782675,2.335092590444685,1,pca
184,-0.12702534605422608,1.5223627681250393,1,pca
185,2.1705686302203255,-1.687535547117001,0,pca
186,-1.8072482468321194,-2.713810813445488,0,pca
187,0.5097828668140164,4.197589022867252,0,pca
188,3.422627782030979,1.7556720000552974,0,pca
189,-3.318687676479476,0.9506526185343799,0,pca
190,-2.52939157427727,-0.9095123905344651,0,pca
191,2.159455780643683,-1.8012610561035824,0,pca
192,-0.778241621280617,4.595841205675531,0,pca
193,-0.2871309194558869,-1.3844051660487617,0,pca
194,-2.438733454180755,0.25652922304283327,0,pca
195,-0.5689644851387468,1.44927846841945,0,pca
196,2.274544990878147,1.986528278442075,1,pca
197,2.8719957421038362,0.7748059971626923,1,pca
198,-1.1215700413283851,0.07116632927138986,0,pca
199,-1.3644949070806047,1.0717845212052246,0,pca
200,2.313317729995366,0.41929253057414834,0,pca
201,-0.4965107069754534,0.11922511536924255,0,pca
202,-1.0591554830096006,-1.4112435603224238,0,pca
203,0.018138994033485366,2.6700624524773646,0,pca
204,-0.39822250617834265,1.4004632104406631,1,pca
205,-0.2928542437586567,1.3924151815657546,0,pca
206,-0.8602613710976403,3.5363770342064322,1,pca
207,1.7248648325408513,-1.5050923148160147,1,pca
208,3.1610793240395947,2.734384422431312,1,pca
209,-2.936427339922306,-1.1562277367330955,0,pca
210,-2.118586266914427,0.8554301569392629,0,pca
211,-1.3202751151683303,2.76193465507181,1,pca
212,-0.7486949667294007,-2.5362194080815015,0,pca
213,-0.8450292409812794,-1.0070957582978945,0,pca
214,2.3205193590295057,-0.6567860720139753,0,pca
215,1.3674267958470572,-2.4357571718475706,0,pca
216,-3.6128324299395485,0.11171923958167684,0,pca
217,-1.5061631990467323,-0.9799525557176968,0,pca
218,1.6500563414376503,-2.2553941411788165,0,pca
219,2.0669836846177922,-0.7449235445458422,0,pca
220,-0.19510081673464028,-0.8016497500760105,0,pca
221,-2.143365606922434,-0.873976837348402,0,pca
222,3.008175545387368,2.8224850951401663,1,pca
223,2.55644988159478,-1.0982058225816906,1,pca
224,-3.6018523093065307,0.5341600277159967,0,pca
225,0.3278421276198107,3.6307566173766523,1,pca
226,0.10582797504851725,3.2189802295291123,1,pca
227,-1.2685284422948968,-2.091375362319656,0,pca
228,1.6496528789688847,-1.1857316530325541,0,pca
229,-2.0638462345734903,-0.6195925556972975,0,pca
230,-3.2179533707772947,-0.7667825829568569,0,pca
231,-0.2914293695335219,1.4703063184266578,0,pca
232,-2.5282315438578435,0.7803530243175136,0,pca
233,2.151109685775206,-1.9941561000771866,0,pca
234,-2.4819937190111987,0.2676142505095951,0,pca
235,2.982123744089219,1.8916302554702382,0,pca
236,0.5852559397656304,4.355028640494623,1,pca
237,2.47071333275775,0.5137614461823088,1,pca
238,-2.949020791616837,-2.6022881610331807,0,pca
239,-1.9986018623472186,1.8184938647965134,0,pca
240,2.7050897949116974,0.7089937885922248,1,pca
241,-0.9927233754034411,-0.24997436211148286,0,pca
242,-1.3352833562416462,-2.7161668072918266,0,pca
243,-2.4808154853036757,0.7938478551164089,0,pca
244,-1.347916668957031,0.2815187536238628,0,pca
245,-1.340045060117756,-1.5181034861243314,0,pca
246,-0.8798727081402554,-1.956966703989954,0,pca
247,-3.3271455568196564,-0.5827022168445533,0,pca
248,2.0608040609036564,-1.3478782494218007,0,pca
249,-0.7133697772865858,0.8906916285664338,0,pca
250,-2.1909835629247714,1.045191747538027,0,pca
251,-1.1474857739176088,-1.1695487446760722,0,pca
252,-2.931048179456831,1.238785286695199,0,pca
253,-2.6150770861008996,-0.38309161092940797,0,pca
254,-0.4990424842973876,-2.1889411682759214,0,pca
255,-0.9272252946976971,4.1174504871867725,1,pca
256,-0.014077382951137958,-0.9216418845157159,0,pca
257,1.2797942737631645,-0.01871760332565074,0,pca
258,2.5993451741221367,-0.2137290245957968,1,pca
259,2.6925395668326497,1.1296213506465473,1,pca
260,0.5290042370130199,2.7507830730420952,0,pca
261,2.619701720987672,0.07088255224369959,0,pca
262,3.100668058259267,1.9967686534088342,1,pca
263,2.709730513668218,1.5479705887215447,0,pca
264,-0.7423926117369708,-2.324718036483835,0,pca
265,1.428254408659484,-2.0091327270944173,0,pca
266,1.661760684333406,-2.114674936091631,1,pca
267,2.197140460574741,0.4823405398353701,1,pca
268,2.120012381159273,-1.4376086930439393,0,pca
269,-1.6420497552106956,-0.050517500699632005,0,pca
270,-2.296826951606996,-1.053645050482897,0,pca
271,-1.5952888938052487,-1.118624191860025,0,pca
272,-1.9784199840481758,2.497844512989435,0,pca
273,2.020076539106667,0.6649274938468144,0,pca
274,-2.5437169449104493,1.720210437133706,0,pca
275,-0.6802133485836975,1.1439069498229322,1,pca
276,1.898390820581526,1.7296408578776297,1,pca
277,-2.098600619701365,1.2408105903292803,0,pca
278,-1.5881257881937372,-2.248537834148094,0,pca
279,3.455662723570179,-0.7351717606584722,0,pca
280,2.5346531582539407,-1.5104140610857513,1,pca
281,-1.8161951385093538,2.3436675472945874,0,pca
282,0.6670678795858819,1.9669419961471317,0,pca
283,2.3155272741593405,1.5743211700341821,1,pca
284,-1.0150488992726618,-2.611943187865547,0,pca
285,-2.515331134286683,-0.3298707445191143,0,pca
286,-1.2021495755438638,0.03253090460179552,1,pca
287,-2.1206040302200977,1.106274738564349,0,pca
288,2.9157511410063206,1.9802660716429874,1,pca
289,-0.8666441688131192,-1.9953118315583023,0,pca
290,2.0329316593816626,-2.1377061578697965,1,pca
291,2.3446242109775146,-1.8346076268324425,0,pca
292,2.0202889474052848,-2.0500275979886404,0,pca
293,1.2539238347614228,-1.301422748225589,0,pca
294,3.3705341750604005,2.105225323983615,0,pca
295,2.30795402159028,-1.5128103799232688,1,pca
296,2.729994665475568,0.20981433862881665,0,pca
297,2.6111957963127055,-0.7888033610806273,0,pca
298,3.2674813213148397,1.8712005434508852,1,pca
299,-1.7345266792287362,-1.75708621896826,0,pca
300,-2.6415429160775017,-3.0163838338396802,0,pca
301,-1.4846223112102845,-2.8442141202918427,0,pca
302,2.0698754269467634,-1.5812818630054093,1,pca
303,2.25688541640288,0.5323472640192606,0,pca
304,-3.566833039287432,-1.1513129709417704,0,pca
305,-0.8014216373231599,-1.4291503989332903,0,pca
306,1.9617451887637263,-1.5627354215437896,1,pca
307,-1.3634862832512744,-2.142908850980885,0,pca
308,1.8976786446400558,-2.211523951688511,0,pca
309,-2.35000041975997,2.3765650991765894,0,pca
310,2.252003995474747,-0.39062289305312886,1,pca
311,0.6151605850660719,0.8944360645810613,0,pca
312,-3.516080201115494,-0.43206372279542943,0,pca
313,-1.306513817313642,0.9921187991616568,0,pca
314,-3.067023741177521,-0.30118467760729967,0,pca
315,1.8870162169267806,-1.831355424813323,0,pca
316,2.9011013354440123,0.7557669810954091,1,pca
317,-0.09087659755847356,-1.0825783881754862,0,pca
318,-2.064667579494,-2.7939883095109863,0,pca
319,2.8208992656537064,1.4245946280374842,1,pca
320,2.331050216592253,-1.2514097572008354,1,pca
321,-0.17105424993303983,-2.0491784993363065,0,pca
322,3.630849275698872,3.6831114857847704,1,pca
323,1.4563779899876612,-1.9870312917651256,1,pca
324,-0.30592594824853925,1.643976732441384,0,pca
325,1.9711384487847121,-0.12538954788013595,0,pca
326,-3.5536040264414126,-1.7235978056555652,0,pca
327,-2.2658119214480044,0.6320438438440711,0,pca
328,1.7246271943900762,-1.5252456135096446,0,pca
329,-1.6290873997305946,-3.0336422813342754,0,pca
330,-1.3187451382154172,-3.0209031706189085,0,pca
331,-1.5570043093976367,2.560224036127609,1,pca
332,1.9117133934574355,1.3445213990171465,0,pca
333,-0.23475310075466863,2.2283216782231317,0,pca
334,-1.0150966927786311,3.3787943252080597,0,pca
335,-1.7651127599637007,-2.045361119117954,0,pca
336,2.839227139621936,-0.02899739455734837,0,pca
337,-1.160543005907005,-1.2248464054002395,0,pca
338,2.0694508688508337,-2.3806133314135387,0,pca
339,1.7763595679912796,0.6896920841911505,0,pca
340,1.4215560289600153,3.16935443569654,1,pca
341,-2.0511316059107627,0.8468705754348567,0,pca
342,-3.5278860549492284,-0.3333487886714748,0,pca
343,2.748697986050474,0.7131547236284465,1,pca
344,2.3415159912082424,-0.41848224581108606,0,pca
345,1.3898214764817423,-0.27413767478813783,0,pca
346,-2.2113330847890857,0.5386078398378042,0,pca
347,-2.276615073560523,3.324259341389671,0,pca
348,-0.7698974564995105,2.424625074298088,0,pca
349,-0.913176083485581,1.712282252584407,0,pca
350,1.5745468892170276,-1.0135675088047325,0,pca
351,-1.820969180599634,-2.3802276902099218,0,pca
352,-3.1003113057453433,-0.2630347597280135,0,pca
353,-1.5957942698191065,-2.616204175496727,0,pca
354,-1.8640169226136059,-0.07381686219273398,0,pca
355,1.810978369249826,0.4790516296299819,0,pca
356,-2.5061757121613657,-0.07372432444584687,0,pca
357,-2.1027601997650844,-1.5239030732977639,0,pca
358,2.4068908763377856,0.18484603969426494,1,pca
359,2.356341866839595,-1.5429250866752136,0,pca
360,-2.979099423113834,-1.7070300851020481,0,pca
361,2.9305654401799326,-1.7513152103898824,0,pca
362,-1.1106294899651055,-1.8915906893016696,0,pca
363,-1.4030033337337064,-2.3806186665049065,0,pca
364,-2.2232699486183827,2.342185467124876,0,pca
365,2.2446454681910444,-0.5862592959395566,0,pca
366,-3.218881639917458,-1.3250761683369647,0,pca
367,-0.4402694154734496,-1.7679801567666562,0,pca
368,-1.6190641777555863,0.9081335032306314,0,pca
369,0.19281163891847816,0.11173275167487445,0,pca
370,-3.7776752613417948,0.577317125490809,0,pca
371,-0.19357768101102887,-0.20837973677622276,0,pca
372,2.22387324828503,-1.3762593744871545,1,pca
373,0.054858691567167495,0.12736876646914794,0,pca
374,-3.982778281979181,-0.9346869358559607,0,pca
375,-0.5558778315365129,-0.8663011229731985,0,pca
376,0.7297044182801665,0.8481615538875441,1,pca
377,-1.698657738837204,-2.922613908782511,0,pca
378,-1.2255673962731137,3.7325391929191993,1,pca
379,1.8092114399743957,-0.7273538743657597,1,pca
380,2.502132332286592,-0.8114687161976957,1,pca
381,-0.8352771465126172,-0.8356984990343773,0,pca
382,-0.8225408385509796,-0.627746862762219,0,pca
383,2.2018075056753323,0.08125596048128303,0,pca
384,0.16804863613006943,4.122967105147913,0,pca
385,-0.7229920700058674,0.9213818914848678,1,pca
386,-1.2595233777335333,0.05554201735348603,0,pca
387,1.0090214201132965,3.662864589625503,0,pca
388,2.419838567669726,2.069103743165504,0,pca
389,-0.857747154943997,4.182693793437194,1,pca
390,-2.594951143973914,1.5375489647535006,0,pca
391,0.19243275220031408,1.0340317927656162,0,pca
392,2.6136517935626853,1.2570836056229064,1,pca
393,-2.117713257275805,1.947620740959742,0,pca
394,2.944988272720709,1.9274141716236937,1,pca
395,2.29465932873881,1.0217574954911726,0,pca
396,-1.2227091285691678,4.7496478167262906,1,pca
397,-0.3737746978128737,1.9823069329651557,1,pca
398,-0.9738824747885345,-1.2711618634232364,0,pca
399,-0.9355787259072122,2.450467947562096,0,pca
400,2.109125280954309,-0.5911500209170748,0,pca
401,-0.5287424362202583,0.32693864453784527,0,pca
402,1.6344557607823063,-2.1370041045991135,1,pca
403,2.4412149377563166,-1.8791648890842725,0,pca
404,2.049332504073784,-2.5519039662313556,0,pca
405,0.784521061042057,1.2925139849748788,1,pca
406,1.562756889913899,-2.685813016283101,0,pca
407,-1.328402012699517,-1.4333209046491309,0,pca
408,2.8765471198813044,0.4769687839703708,1,pca
409,2.462345896609152,-1.9335633727888306,0,pca
410,-1.8132509385925475,0.3293574314418634,0,pca
411,-0.7575003304814381,-2.4862149270193865,0,pca
412,-3.0120476480803693,-0.5229267051206692,0,pca
413,-1.9977355239899446,-1.9206817143112505,0,pca
414,3.220090368487906,-0.32262809068664083,1,pca
415,-1.6141775358856483,2.352103556956243,0,pca
416,-0.22710083960388133,-1.4538859074080803,0,pca
417,0.9674883101059178,1.0107713783606807,0,pca
418,-2.3753745736032066,0.6623231957148006,0,pca
419,2.928697043662183,1.5569182324603714,1,pca
420,-1.7633164211491923,-1.7740811743936058,0,pca
421,-1.608458191322929,1.2051671480037096,0,pca
422,-3.17375561970031,-1.2520988764938235,0,pca
423,2.9645104986654114,0.43728556109842803,1,pca
424,2.855543372147601,2.504350214249226,1,pca
425,-0.41914348720596933,-0.7985384444803314,0,pca
426,-3.1689492821879597,0.11768209763673532,0,pca
427,-2.7285701857885685,-0.24579949925514757,0,pca
428,-0.9071099133144928,-0.6623699382322351,0,pca
429,2.4392445121023845,0.27967596192508004,1,pca
430,-2.5846945462642092,0.27264609190247646,0,pca
431,-1.7478383475379458,1.994762534319064,0,pca
432,-0.7714774357314359,0.8150983632979806,0,pca
433,1.5014791590287813,-2.731445510306906,0,pca
434,-0.5298461440005146,-0.3438514123259835,1,pca
435,-2.8440123265367148,-0.819577155341216,0,pca
436,-0.9594691406231897,1.8449205777639872,0,pca
437,3.228530755886571,3.3280194495809363,1,pca
438,1.1519363162566838,-2.3018389170453784,0,pca
439,-0.4209737828189193,-1.10866198888424,0,pca
440,-3.535573199273125,-0.24739949680881024,0,pca
441,-1.4523221089486855,3.8325392974132995,0,pca
442,-0.0392903498335645,-0.23376790127721078,1,pca
443,-0.05757435694532169,-0.8269430618513669,1,pca
444,-0.017037862051933104,1.9021214864216447,0,pca
445,2.2734217423805063,1.387918260968558,1,pca
446,-3.142322438766246,1.1354190789046252,0,pca
447,2.154362241256637,-1.410996898395138,1,pca
448,2.6139134704938924,0.6094310765435291,1,pca
449,2.120999729129052,0.009311605356646501,0,pca
450,1.8729753362776809,-1.7009077474777397,0,pca
451,-1.3058076265176422,1.7727877846157865,1,pca
452,0.3686519956432421,0.47559184621301354,0,pca
453,3.6622495182742503,3.2555943775440896,1,pca
454,1.5056562655166446,-0.5886129905199149,1,pca
455,2.612760285754092,-0.7980527015198817,0,pca
456,-0.9656720978902739,-2.5786829055375793,0,pca
457,-0.6044949659438634,-1.3940544378555513,0,pca
458,-2.401158816568734,-0.5374956187738048,0,pca
459,-2.5868300050679873,-0.7107811293300171,0,pca
460,-0.08739748584898363,-5.798259075740726e-05,0,pca
461,-2.5994793820889392,0.3845130653484562,0,pca
462,-2.639304194726663,0.9448272664166681,0,pca
463,-2.5466185956028693,0.25965972771552803,0,pca
464,-3.4790826046013126,0.4565254245058154,0,pca
465,2.1266529158159293,-0.22502441695137826,0,pca
466,2.521627189344883,-1.1058525406172472,1,pca
467,1.7938271108804986,-2.202904448144489,0,pca
468,1.99304971240809,-0.656894437403697,1,pca
469,-3.590407363905482,-1.7191472353136263,0,pca
470,-1.3801434099852254,-1.9080803912834186,0,pca
471,4.665483882605808,4.306279817879147,1,pca
472,-1.321361238640723,-2.6499888648200844,0,pca
473,1.3860061773375583,-1.4415061591524778,1,pca
474,3.182109003486613,1.59727987299794,1,pca
475,-1.6520835625810613,1.8941986734204457,0,pca
476,-1.8990917241664687,-0.5445278912503324,0,pca
477,3.774279788038258,2.6909388566843666,1,pca
478,-1.4299949225115727,3.234570710108094,0,pca
479,-0.3632218542337544,-1.2075597449191513,0,pca
480,1.9165406331109396,-2.2293390685124215,1,pca
481,-1.476433377305716,0.8684808201737525,0,pca
482,-1.7368732572534682,1.1907686315269272,0,pca
483,-0.6908674999573978,-1.564776165733986,0,pca
484,-0.5292463168182491,-1.6579555604029637,0,pca
485,-2.563846353557344,1.1859246242925903,0,pca
486,0.9048222640745696,-0.5480272347513158,0,pca
487,-1.5668312579129957,-2.940327761024791,0,pca
488,-2.5932266111824864,1.286560918569426,0,pca
489,1.7155772238303293,-2.288122652438409,0,pca
490,-3.8123474145677423,-0.5021463541643574,0,pca
491,-2.0311329891995906,0.26613241059563314,0,pca
492,-0.50262620675919,1.9616486225449388,1,pca
493,0.1932996612335505,1.2931071544514852,0,pca
494,-1.4701379671860162,0.9063596767398163,0,pca
495,2.1928582137076544,0.44520688643527945,1,pca
496,2.3028592214390304,-1.875671178425768,1,pca
497,-1.550354841087024,-2.3061763752581723,0,pca
498,-1.2699790033354208,2.8332969102476913,0,pca
499,-1.6239044566470007,-0.42823093066627627,1,pca
500,-3.2185563461588247,-0.6571628296423364,0,pca
501,-1.0183084887321416,-2.0180025211668617,0,pca
502,2.34743540316407,-1.914196580029032,1,pca
503,-0.6382776272564644,0.33511039941586296,0,pca
504,-0.6434740510620547,-0.5753587293428166,0,pca
505,2.725366167943691,0.7362221289336414,1,pca
506,1.8926834248034676,-2.2381110131312956,0,pca
507,-0.7560605217241678,-1.8801352713823107,0,pca
508,-3.9140299190356314,-1.9171232498053887,0,pca
509,1.1585845915559416,-0.8706720536489373,0,pca
510,2.5381034970837963,1.6334809495286875,1,pca
511,-3.446737361229483,0.288787829827577,0,pca
512,2.5625608892457015,1.10230623634652,0,pca
513,-3.5435519143170264,-0.2283466166124208,0,pca
514,-1.3203743418929932,2.686619665850809,0,pca
515,-0.8437600781469168,3.961723418724334,0,pca
516,3.1844415219170865,4.2323328597773795,0,pca
517,3.0151160838731195,1.4951122988338874,1,pca
518,2.531214745460745,-0.4519122691986511,1,pca
519,2.3002676034248473,-0.9428911477617951,0,pca
520,-3.365951899642309,1.2196438180561702,0,pca
521,-1.4583078634172137,-1.6137839497122952,0,pca
522,-2.4451098535103406,-0.7711279695308736,0,pca
523,-1.4808302100812363,1.778358382884909,0,pca
524,-1.3334338383737754,-2.385294862395557,0,pca
525,0.20998229832317145,0.9882879554528726,0,pca
526,2.6199330824476466,-0.07863573218626868,0,pca
527,-0.10496553454587756,1.1736771134462785,0,pca
528,-0.9245148219503962,-1.7443644239295948,0,pca
529,1.511593839212347,-1.8137943815404878,0,pca
530,2.6853994957694627,0.8162535534607577,1,pca
531,-0.9200666177080385,-1.8832056941978914,0,pca
532,-0.11080061881989141,1.5331515422664979,0,pca
533,0.3484906435744134,0.1912925982067184,0,pca
534,-3.850922304933358,-0.5687314653216062,0,pca
535,-0.8732555228242554,-1.1127329031465638,0,pca
536,-2.2156223201225056,-0.051570261936828114,0,pca
537,2.015357103032345,-1.382437128974445,1,pca
538,-3.6390626257151553,0.9561714900143843,0,pca
539,-0.7505737466807175,-2.626219643838154,0,pca
540,-1.859188059851127,-1.81740168253219,0,pca
541,-2.325090018785949,-0.31717952860072424,0,pca
542,3.263458152829226,1.9264236971670186,1,pca
543,2.246616540792099,-1.1095390563020826,0,pca
544,-1.9623078010067418,-0.8447426342421975,0,pca
545,-0.7870535223532454,-1.2575505619698157,0,pca
